year,year_month,Date,Max.TemperatureF,Mean.TemperatureF,Min.TemperatureF,Max.Humidity,Mean.Humidity,Min.Humidity,Max.Wind.SpeedMPH,Mean.Wind.SpeedMPH,CloudCover,Events,city,season
2014,2014-07,2014-07-17,82,75.0,67,68,54,39,15,9,5.0,,New York City (USA),Summer
2014,2014-07,2014-07-18,84,75.0,65,78,52,26,16,7,4.0,,New York City (USA),Summer
2014,2014-07,2014-07-19,79,74.0,68,68,56,43,15,7,7.0,,New York City (USA),Summer
2014,2014-07,2014-07-20,78,73.0,68,76,66,56,20,9,6.0,Rain,New York City (USA),Summer
2014,2014-07,2014-07-21,83,74.0,65,84,62,40,14,7,3.0,,New York City (USA),Summer
2014,2014-07,2014-07-22,84,76.0,68,78,68,58,25,13,2.0,,New York City (USA),Summer
2014,2014-07,2014-07-23,83,77.0,71,79,72,64,28,13,4.0,Rain-Thunderstorm,New York City (USA),Summer
2014,2014-07,2014-07-24,83,78.0,72,82,61,40,20,11,7.0,Rain,New York City (USA),Summer
2014,2014-07,2014-07-25,83,75.0,67,73,52,31,16,10,3.0,,New York City (USA),Summer
2014,2014-07,2014-07-26,81,75.0,69,87,73,58,18,10,5.0,Rain,New York City (USA),Summer
2014,2014-07,2014-07-27,84,78.0,71,90,78,65,22,12,6.0,Rain,New York City (USA),Summer
2014,2014-07,2014-07-28,84,77.0,69,90,67,44,31,16,5.0,Rain-Thunderstorm,New York City (USA),Summer
2014,2014-07,2014-07-29,79,72.0,64,68,50,32,21,11,4.0,,New York City (USA),Summer
2014,2014-07,2014-07-30,80,72.0,64,73,54,35,20,9,3.0,,New York City (USA),Summer
2014,2014-07,2014-07-31,82,74.0,65,84,65,45,23,12,4.0,,New York City (USA),Summer
2014,2014-08,2014-08-01,82,77.0,71,93,78,62,18,8,7.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-02,76,71.0,65,93,77,60,18,8,8.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-03,78,72.0,66,93,79,64,10,5,7.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-04,81,76.0,70,87,75,62,21,10,6.0,,New York City (USA),Summer
2014,2014-08,2014-08-05,85,78.0,70,90,71,51,18,8,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-06,85,78.0,71,79,57,34,24,9,5.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-07,86,77.0,67,63,45,27,24,11,2.0,,New York City (USA),Summer
2014,2014-08,2014-08-08,84,75.0,65,73,50,26,16,6,4.0,,New York City (USA),Summer
2014,2014-08,2014-08-09,86,76.0,66,73,51,29,15,7,2.0,,New York City (USA),Summer
2014,2014-08,2014-08-10,87,78.0,68,79,55,30,14,7,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-11,84,76.0,67,84,62,40,14,8,4.0,,New York City (USA),Summer
2014,2014-08,2014-08-12,80,76.0,72,87,77,67,32,15,8.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-13,85,77.0,68,93,72,51,35,14,7.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-14,80,73.0,65,70,51,32,21,13,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-15,76,69.0,62,61,50,38,20,11,5.0,,New York City (USA),Summer
2014,2014-08,2014-08-16,77,70.0,63,79,59,39,17,10,5.0,,New York City (USA),Summer
2014,2014-08,2014-08-17,85,76.0,66,78,57,36,18,11,5.0,,New York City (USA),Summer
2014,2014-08,2014-08-18,82,73.0,63,84,59,34,17,8,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-19,80,72.0,64,87,74,60,14,7,4.0,,New York City (USA),Summer
2014,2014-08,2014-08-20,80,73.0,66,93,71,48,13,5,4.0,,New York City (USA),Summer
2014,2014-08,2014-08-21,79,73.0,67,79,63,47,15,7,6.0,Rain-Thunderstorm,New York City (USA),Summer
2014,2014-08,2014-08-22,78,73.0,67,93,75,57,16,8,7.0,Rain,New York City (USA),Summer
2014,2014-08,2014-08-23,74,70.0,66,81,71,61,14,6,7.0,,New York City (USA),Summer
2014,2014-08,2014-08-24,81,72.0,62,90,68,45,17,6,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-25,87,75.0,63,87,61,34,12,5,1.0,,New York City (USA),Summer
2014,2014-08,2014-08-26,82,75.0,67,90,71,51,14,7,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-27,86,77.0,67,84,68,51,17,9,2.0,,New York City (USA),Summer
2014,2014-08,2014-08-28,84,76.0,68,84,57,30,23,13,3.0,,New York City (USA),Summer
2014,2014-08,2014-08-29,78,71.0,63,68,50,32,15,9,4.0,,New York City (USA),Summer
2014,2014-08,2014-08-30,78,71.0,63,79,67,54,18,10,6.0,,New York City (USA),Summer
2014,2014-08,2014-08-31,85,79.0,73,88,79,69,25,10,7.0,Rain-Thunderstorm,New York City (USA),Summer
2014,2014-09,2014-09-01,86,80.0,74,88,73,57,16,9,6.0,Rain,New York City (USA),Summer
2014,2014-09,2014-09-02,92,83.0,74,94,72,49,25,11,4.0,,New York City (USA),Summer
2014,2014-09,2014-09-03,88,80.0,72,76,53,29,21,9,5.0,,New York City (USA),Summer
2014,2014-09,2014-09-04,85,77.0,68,87,66,44,21,9,2.0,Fog,New York City (USA),Summer
2014,2014-09,2014-09-05,85,78.0,71,94,80,65,18,10,4.0,,New York City (USA),Summer
2014,2014-09,2014-09-06,86,77.0,68,94,78,62,23,11,6.0,Rain-Thunderstorm,New York City (USA),Summer
2014,2014-09,2014-09-07,82,74.0,66,78,57,36,18,7,6.0,,New York City (USA),Summer
2014,2014-09,2014-09-08,78,72.0,65,78,61,43,18,11,6.0,,New York City (USA),Summer
2014,2014-09,2014-09-09,75,70.0,64,73,66,58,17,11,7.0,,New York City (USA),Summer
2014,2014-09,2014-09-10,78,71.0,63,84,66,47,13,8,5.0,,New York City (USA),Summer
2014,2014-09,2014-09-11,85,77.0,69,84,73,61,22,13,6.0,,New York City (USA),Summer
2014,2014-09,2014-09-12,79,71.0,63,68,52,36,18,11,5.0,,New York City (USA),Summer
2014,2014-09,2014-09-13,70,65.0,60,93,77,61,24,11,7.0,Rain,New York City (USA),Summer
2014,2014-09,2014-09-14,72,63.0,54,78,55,31,18,9,4.0,,New York City (USA),Summer
2014,2014-09,2014-09-15,71,63.0,55,77,55,33,14,8,3.0,,New York City (USA),Summer
2014,2014-09,2014-09-16,67,64.0,60,90,79,67,8,5,7.0,Rain,New York City (USA),Summer
2014,2014-09,2014-09-17,73,64.0,55,86,58,29,15,6,2.0,,New York City (USA),Summer
2014,2014-09,2014-09-18,78,68.0,57,78,55,31,16,6,2.0,,New York City (USA),Summer
2014,2014-09,2014-09-19,67,62.0,56,75,60,44,18,11,3.0,,New York City (USA),Summer
2014,2014-09,2014-09-20,75,65.0,54,84,69,53,21,9,6.0,,New York City (USA),Summer
2014,2014-09,2014-09-21,77,72.0,67,97,88,79,16,5,7.0,Rain,New York City (USA),Summer
2014,2014-09,2014-09-22,73,64.0,55,73,56,38,25,16,5.0,Rain,New York City (USA),Summer
2014,2014-09,2014-09-23,69,60.0,51,72,58,43,14,6,3.0,,New York City (USA),Autumn
2014,2014-09,2014-09-24,72,64.0,56,86,64,41,20,10,6.0,,New York City (USA),Autumn
2014,2014-09,2014-09-25,64,62.0,60,90,77,63,22,15,7.0,Rain,New York City (USA),Autumn
2014,2014-09,2014-09-26,79,69.0,59,84,58,31,18,8,2.0,,New York City (USA),Autumn
2014,2014-09,2014-09-27,84,73.0,62,81,58,34,14,7,0.0,,New York City (USA),Autumn
2014,2014-09,2014-09-28,78,70.0,62,93,74,54,15,7,4.0,,New York City (USA),Autumn
2014,2014-09,2014-09-29,78,71.0,64,87,71,54,14,5,7.0,Rain,New York City (USA),Autumn
2014,2014-09,2014-09-30,70,66.0,62,93,77,61,12,6,7.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-01,67,65.0,62,84,79,73,16,11,8.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-02,68,65.0,61,84,74,63,20,8,7.0,,New York City (USA),Autumn
2014,2014-10,2014-10-03,68,62.0,55,84,68,52,14,7,5.0,,New York City (USA),Autumn
2014,2014-10,2014-10-04,72,62.0,52,90,69,47,28,16,6.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-05,61,54.0,47,56,46,36,21,13,1.0,,New York City (USA),Autumn
2014,2014-10,2014-10-06,70,58.0,45,82,61,40,25,14,1.0,,New York City (USA),Autumn
2014,2014-10,2014-10-07,74,70.0,65,87,67,46,28,17,6.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-08,75,69.0,62,84,59,33,33,17,5.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-09,69,63.0,56,57,44,30,24,14,4.0,,New York City (USA),Autumn
2014,2014-10,2014-10-10,64,58.0,52,57,46,34,15,6,6.0,,New York City (USA),Autumn
2014,2014-10,2014-10-11,59,55.0,50,93,75,57,17,8,7.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-12,65,56.0,46,86,59,31,15,7,3.0,,New York City (USA),Autumn
2014,2014-10,2014-10-13,66,56.0,46,93,77,60,15,6,7.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-14,75,70.0,64,93,81,68,22,13,6.0,,New York City (USA),Autumn
2014,2014-10,2014-10-15,76,72.0,68,90,82,74,23,17,7.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-16,71,66.0,60,93,82,70,24,13,7.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-17,72,66.0,60,84,67,49,21,13,3.0,,New York City (USA),Autumn
2014,2014-10,2014-10-18,72,65.0,57,84,62,39,22,13,6.0,,New York City (USA),Autumn
2014,2014-10,2014-10-19,58,51.0,44,59,44,29,29,17,4.0,,New York City (USA),Autumn
2014,2014-10,2014-10-20,61,52.0,42,62,51,40,20,10,6.0,,New York City (USA),Autumn
2014,2014-10,2014-10-21,67,60.0,53,86,69,52,14,6,6.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-22,58,55.0,52,89,78,67,31,18,8.0,Rain-Thunderstorm,New York City (USA),Autumn
2014,2014-10,2014-10-23,54,53.0,51,89,80,71,29,21,8.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-24,63,57.0,51,83,68,52,23,11,6.0,,New York City (USA),Autumn
2014,2014-10,2014-10-25,68,59.0,50,60,50,39,22,12,2.0,,New York City (USA),Autumn
2014,2014-10,2014-10-26,65,60.0,54,72,52,31,29,17,5.0,,New York City (USA),Autumn
2014,2014-10,2014-10-27,64,57.0,50,71,54,36,18,11,2.0,,New York City (USA),Autumn
2014,2014-10,2014-10-28,70,59.0,48,90,69,47,15,7,5.0,,New York City (USA),Autumn
2014,2014-10,2014-10-29,74,63.0,52,93,65,37,24,10,7.0,Rain,New York City (USA),Autumn
2014,2014-10,2014-10-30,61,54.0,46,93,66,39,18,9,2.0,Fog,New York City (USA),Autumn
2014,2014-10,2014-10-31,55,51.0,46,77,64,50,23,10,7.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-01,49,46.0,43,86,76,66,25,18,8.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-02,50,46.0,41,76,52,28,44,26,6.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-03,61,51.0,40,59,39,19,31,15,3.0,,New York City (USA),Autumn
2014,2014-11,2014-11-04,67,59.0,50,67,47,26,17,10,6.0,,New York City (USA),Autumn
2014,2014-11,2014-11-05,65,59.0,52,77,52,27,21,10,7.0,,New York City (USA),Autumn
2014,2014-11,2014-11-06,54,52.0,49,93,80,66,14,6,8.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-07,54,48.0,41,86,66,45,29,18,5.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-08,48,42.0,36,64,53,41,22,12,5.0,,New York City (USA),Autumn
2014,2014-11,2014-11-09,57,51.0,44,76,58,40,17,8,5.0,,New York City (USA),Autumn
2014,2014-11,2014-11-10,59,49.0,38,85,63,40,10,4,2.0,,New York City (USA),Autumn
2014,2014-11,2014-11-11,64,53.0,42,93,83,72,15,5,6.0,Fog,New York City (USA),Autumn
2014,2014-11,2014-11-12,66,56.0,45,100,72,43,23,7,5.0,Fog-Rain,New York City (USA),Autumn
2014,2014-11,2014-11-13,49,44.0,38,85,64,42,16,8,5.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-14,44,41.0,37,85,57,29,23,14,5.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-15,43,37.0,30,56,43,30,17,9,2.0,,New York City (USA),Autumn
2014,2014-11,2014-11-16,45,38.0,31,72,57,41,15,7,7.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-17,55,48.0,40,96,83,70,29,9,8.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-18,46,36.0,25,70,48,25,32,24,2.0,,New York City (USA),Autumn
2014,2014-11,2014-11-19,37,30.0,23,47,38,29,28,16,3.0,,New York City (USA),Autumn
2014,2014-11,2014-11-20,48,40.0,32,49,38,27,24,17,5.0,,New York City (USA),Autumn
2014,2014-11,2014-11-21,38,33.0,28,42,35,27,25,16,1.0,,New York City (USA),Autumn
2014,2014-11,2014-11-22,44,35.0,26,53,42,30,24,14,4.0,,New York City (USA),Autumn
2014,2014-11,2014-11-23,55,49.0,43,89,62,35,18,10,7.0,,New York City (USA),Autumn
2014,2014-11,2014-11-24,64,60.0,55,93,86,78,35,20,6.0,Rain,New York City (USA),Autumn
2014,2014-11,2014-11-25,62,55.0,48,93,62,30,21,11,7.0,,New York City (USA),Autumn
2014,2014-11,2014-11-26,52,44.0,36,92,65,38,26,16,8.0,Rain-Snow,New York City (USA),Autumn
2014,2014-11,2014-11-27,39,38.0,36,89,74,59,22,11,8.0,Rain-Snow,New York City (USA),Autumn
2014,2014-11,2014-11-28,41,35.0,28,69,55,40,24,14,3.0,,New York City (USA),Autumn
2014,2014-11,2014-11-29,46,36.0,26,65,52,38,18,6,7.0,,New York City (USA),Autumn
2014,2014-11,2014-11-30,53,49.0,45,80,62,44,22,10,7.0,,New York City (USA),Autumn
2014,2014-12,2014-12-01,62,52.0,42,86,71,55,26,9,7.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-02,47,42.0,36,89,67,44,21,14,8.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-03,48,45.0,42,92,75,57,23,11,7.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-04,47,42.0,36,64,49,34,17,10,5.0,,New York City (USA),Autumn
2014,2014-12,2014-12-05,50,43.0,35,93,73,52,20,10,7.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-06,52,47.0,41,96,88,80,26,7,8.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-07,44,38.0,31,86,56,25,32,22,4.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-08,37,32.0,26,75,52,28,23,15,7.0,,New York City (USA),Autumn
2014,2014-12,2014-12-09,48,43.0,37,92,84,76,38,22,8.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-10,42,38.0,34,89,77,64,24,16,8.0,Rain-Snow,New York City (USA),Autumn
2014,2014-12,2014-12-11,40,36.0,32,78,69,59,26,17,7.0,Snow,New York City (USA),Autumn
2014,2014-12,2014-12-12,41,37.0,33,64,56,48,25,16,6.0,,New York City (USA),Autumn
2014,2014-12,2014-12-13,47,41.0,34,69,55,40,24,16,4.0,,New York City (USA),Autumn
2014,2014-12,2014-12-14,47,42.0,37,70,62,53,17,12,4.0,,New York City (USA),Autumn
2014,2014-12,2014-12-15,48,41.0,34,79,66,53,12,5,2.0,,New York City (USA),Autumn
2014,2014-12,2014-12-16,50,42.0,33,93,82,71,14,4,7.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-17,55,49.0,43,93,72,50,24,13,7.0,Rain,New York City (USA),Autumn
2014,2014-12,2014-12-18,44,41.0,38,59,50,41,30,16,5.0,,New York City (USA),Autumn
2014,2014-12,2014-12-19,40,36.0,32,59,52,44,22,15,5.0,,New York City (USA),Autumn
2014,2014-12,2014-12-20,34,33.0,31,63,60,56,14,6,8.0,,New York City (USA),Autumn
2014,2014-12,2014-12-21,38,36.0,33,82,72,61,13,7,8.0,Snow,New York City (USA),Winter
2014,2014-12,2014-12-22,48,43.0,37,86,78,70,18,9,8.0,Rain,New York City (USA),Winter
2014,2014-12,2014-12-23,50,49.0,47,93,90,86,20,11,8.0,Rain,New York City (USA),Winter
2014,2014-12,2014-12-24,57,52.0,47,100,93,86,25,10,8.0,Fog-Rain,New York City (USA),Winter
2014,2014-12,2014-12-25,57,50.0,42,96,66,35,30,17,5.0,Fog-Rain,New York City (USA),Winter
2014,2014-12,2014-12-26,51,45.0,38,70,56,42,16,11,1.0,,New York City (USA),Winter
2014,2014-12,2014-12-27,54,46.0,37,79,62,45,14,6,4.0,,New York City (USA),Winter
2014,2014-12,2014-12-28,54,48.0,42,83,69,54,21,10,7.0,Rain,New York City (USA),Winter
2014,2014-12,2014-12-29,46,41.0,35,53,42,31,20,11,6.0,,New York City (USA),Winter
2014,2014-12,2014-12-30,36,32.0,28,59,48,36,17,9,5.0,,New York City (USA),Winter
2014,2014-12,2014-12-31,34,31.0,28,50,41,32,18,11,3.0,,New York City (USA),Winter
2015,2015-01,2015-01-01,40,34.0,28,50,40,29,26,17,1.0,,New York City (USA),Winter
2015,2015-01,2015-01-02,45,40.0,35,59,45,31,24,14,4.0,,New York City (USA),Winter
2015,2015-01,2015-01-03,47,39.0,30,93,71,48,18,9,7.0,Rain,New York City (USA),Winter
2015,2015-01,2015-01-04,55,49.0,43,96,87,77,28,10,8.0,Fog-Rain,New York City (USA),Winter
2015,2015-01,2015-01-05,51,37.0,23,59,42,24,33,20,3.0,,New York City (USA),Winter
2015,2015-01,2015-01-06,23,21.0,19,77,56,34,23,9,7.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-07,25,18.0,10,68,50,31,40,21,4.0,,New York City (USA),Winter
2015,2015-01,2015-01-08,22,15.0,8,53,46,38,33,17,3.0,,New York City (USA),Winter
2015,2015-01,2015-01-09,34,28.0,21,88,62,35,33,20,6.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-10,24,21.0,18,47,41,34,25,17,1.0,,New York City (USA),Winter
2015,2015-01,2015-01-11,38,29.0,20,56,46,36,21,11,6.0,,New York City (USA),Winter
2015,2015-01,2015-01-12,40,37.0,34,92,72,52,16,6,8.0,Rain,New York City (USA),Winter
2015,2015-01,2015-01-13,37,28.0,19,76,57,38,24,15,5.0,,New York City (USA),Winter
2015,2015-01,2015-01-14,33,26.0,19,73,65,56,16,12,7.0,,New York City (USA),Winter
2015,2015-01,2015-01-15,35,31.0,27,69,55,40,18,10,4.0,,New York City (USA),Winter
2015,2015-01,2015-01-16,45,33.0,20,63,46,28,36,18,3.0,,New York City (USA),Winter
2015,2015-01,2015-01-17,32,25.0,18,63,48,32,21,11,2.0,,New York City (USA),Winter
2015,2015-01,2015-01-18,47,37.0,27,93,81,69,21,6,7.0,Fog-Rain,New York City (USA),Winter
2015,2015-01,2015-01-19,45,40.0,35,92,65,38,31,15,6.0,,New York City (USA),Winter
2015,2015-01,2015-01-20,41,37.0,32,59,43,27,20,12,6.0,,New York City (USA),Winter
2015,2015-01,2015-01-21,38,32.0,26,50,38,25,14,6,6.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-22,41,36.0,31,61,52,43,20,8,5.0,,New York City (USA),Winter
2015,2015-01,2015-01-23,39,34.0,28,64,52,40,17,11,3.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-24,40,37.0,33,89,72,54,23,11,8.0,Fog-Rain-Snow,New York City (USA),Winter
2015,2015-01,2015-01-25,45,39.0,32,75,50,25,26,15,6.0,,New York City (USA),Winter
2015,2015-01,2015-01-26,32,28.0,24,84,62,39,31,18,8.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-27,27,24.0,20,81,69,57,29,19,8.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-28,33,25.0,17,62,49,36,24,14,2.0,,New York City (USA),Winter
2015,2015-01,2015-01-29,37,27.0,17,75,57,39,20,8,5.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-30,38,29.0,19,89,67,44,38,19,6.0,Snow,New York City (USA),Winter
2015,2015-01,2015-01-31,27,21.0,14,51,42,32,38,23,1.0,,New York City (USA),Winter
2015,2015-02,2015-02-01,36,29.0,21,82,67,52,17,9,7.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-02,35,25.0,15,89,74,59,31,19,7.0,Fog-Rain-Snow,New York City (USA),Winter
2015,2015-02,2015-02-03,26,20.0,14,59,53,46,32,14,3.0,,New York City (USA),Winter
2015,2015-02,2015-02-04,39,31.0,22,76,67,58,24,14,7.0,,New York City (USA),Winter
2015,2015-02,2015-02-05,39,27.0,15,82,58,33,33,20,6.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-06,27,20.0,13,55,46,37,24,14,4.0,,New York City (USA),Winter
2015,2015-02,2015-02-07,37,31.0,25,70,58,46,14,8,7.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-08,42,36.0,29,85,75,64,20,9,8.0,,New York City (USA),Winter
2015,2015-02,2015-02-09,29,28.0,26,85,80,75,24,17,8.0,Rain,New York City (USA),Winter
2015,2015-02,2015-02-10,40,33.0,26,75,66,56,23,16,7.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-11,35,29.0,23,63,51,38,22,10,3.0,,New York City (USA),Winter
2015,2015-02,2015-02-12,40,29.0,18,78,58,38,36,13,6.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-13,23,16.0,9,46,37,28,38,19,1.0,,New York City (USA),Winter
2015,2015-02,2015-02-14,35,26.0,16,81,59,37,28,10,7.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-15,27,16.0,5,81,56,31,38,28,5.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-16,23,14.0,5,49,36,22,33,15,5.0,,New York City (USA),Winter
2015,2015-02,2015-02-17,27,22.0,16,80,56,31,16,7,7.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-18,31,23.0,15,92,68,43,17,6,5.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-19,27,18.0,9,60,44,28,31,21,4.0,,New York City (USA),Winter
2015,2015-02,2015-02-20,21,12.0,3,44,38,31,31,19,0.0,,New York City (USA),Winter
2015,2015-02,2015-02-21,33,22.0,11,92,67,42,25,10,7.0,Rain-Snow,New York City (USA),Winter
2015,2015-02,2015-02-22,43,38.0,32,96,78,60,13,4,7.0,Rain-Snow,New York City (USA),Winter
2015,2015-02,2015-02-23,38,24.0,9,70,51,31,31,19,6.0,,New York City (USA),Winter
2015,2015-02,2015-02-24,28,18.0,7,68,57,45,21,9,4.0,,New York City (USA),Winter
2015,2015-02,2015-02-25,37,28.0,19,77,55,32,23,11,4.0,,New York City (USA),Winter
2015,2015-02,2015-02-26,32,28.0,23,63,51,39,23,13,8.0,Snow,New York City (USA),Winter
2015,2015-02,2015-02-27,32,26.0,20,55,43,31,18,10,3.0,,New York City (USA),Winter
2015,2015-02,2015-02-28,31,23.0,15,53,40,27,20,8,1.0,,New York City (USA),Winter
2015,2015-03,2015-03-01,33,27.0,20,88,62,35,18,5,7.0,Fog-Rain-Snow,New York City (USA),Winter
2015,2015-03,2015-03-02,39,34.0,28,85,59,32,30,15,5.0,Snow,New York City (USA),Winter
2015,2015-03,2015-03-03,36,28.0,19,89,64,39,17,9,7.0,Rain-Snow,New York City (USA),Winter
2015,2015-03,2015-03-04,41,37.0,33,92,89,85,18,11,8.0,Rain,New York City (USA),Winter
2015,2015-03,2015-03-05,41,31.0,21,92,71,50,24,13,8.0,Fog-Rain-Snow,New York City (USA),Winter
2015,2015-03,2015-03-06,25,19.0,13,59,47,35,24,10,2.0,,New York City (USA),Winter
2015,2015-03,2015-03-07,37,27.0,16,62,54,45,23,12,4.0,,New York City (USA),Winter
2015,2015-03,2015-03-08,48,39.0,30,75,56,37,28,10,4.0,Snow,New York City (USA),Winter
2015,2015-03,2015-03-09,54,43.0,32,76,54,32,17,9,4.0,Rain,New York City (USA),Winter
2015,2015-03,2015-03-10,50,42.0,34,96,78,60,12,3,7.0,Rain,New York City (USA),Winter
2015,2015-03,2015-03-11,62,51.0,40,93,60,26,24,12,6.0,Fog-Rain,New York City (USA),Winter
2015,2015-03,2015-03-12,50,43.0,36,43,27,11,41,20,1.0,,New York City (USA),Winter
2015,2015-03,2015-03-13,41,36.0,30,70,44,17,16,8,5.0,,New York City (USA),Winter
2015,2015-03,2015-03-14,49,44.0,39,93,82,70,22,9,8.0,Fog-Rain,New York City (USA),Winter
2015,2015-03,2015-03-15,46,42.0,37,89,65,41,38,20,7.0,,New York City (USA),Winter
2015,2015-03,2015-03-16,50,43.0,36,79,57,34,24,9,6.0,,New York City (USA),Winter
2015,2015-03,2015-03-17,60,47.0,34,82,55,27,43,18,6.0,Rain,New York City (USA),Winter
2015,2015-03,2015-03-18,41,36.0,30,43,34,25,36,19,4.0,Snow,New York City (USA),Winter
2015,2015-03,2015-03-19,44,37.0,30,39,27,15,25,12,5.0,,New York City (USA),Winter
2015,2015-03,2015-03-20,40,36.0,31,92,59,25,17,10,8.0,Fog-Snow,New York City (USA),Spring
2015,2015-03,2015-03-21,48,39.0,30,85,73,60,20,9,6.0,Snow,New York City (USA),Spring
2015,2015-03,2015-03-22,45,37.0,28,58,40,22,26,17,3.0,,New York City (USA),Spring
2015,2015-03,2015-03-23,41,33.0,24,46,32,17,24,15,2.0,,New York City (USA),Spring
2015,2015-03,2015-03-24,43,35.0,26,70,49,27,16,8,4.0,,New York City (USA),Spring
2015,2015-03,2015-03-25,46,38.0,30,82,57,31,17,6,6.0,Rain,New York City (USA),Spring
2015,2015-03,2015-03-26,54,48.0,41,100,93,86,28,9,8.0,Fog-Rain,New York City (USA),Spring
2015,2015-03,2015-03-27,47,44.0,41,83,66,49,18,11,8.0,Rain,New York City (USA),Spring
2015,2015-03,2015-03-28,42,35.0,28,64,54,44,24,17,7.0,Snow,New York City (USA),Spring
2015,2015-03,2015-03-29,46,37.0,27,70,43,16,21,14,3.0,Snow,New York City (USA),Spring
2015,2015-03,2015-03-30,58,47.0,36,70,49,28,28,15,7.0,Rain-Snow,New York City (USA),Spring
2015,2015-03,2015-03-31,48,43.0,37,85,61,37,20,12,7.0,Rain,New York City (USA),Spring
2015,2015-04,2015-04-01,53,44.0,34,82,52,21,21,12,3.0,,New York City (USA),Spring
2015,2015-04,2015-04-02,57,45.0,33,71,49,27,33,14,4.0,,New York City (USA),Spring
2015,2015-04,2015-04-03,59,53.0,46,93,82,71,16,8,8.0,Fog-Rain,New York City (USA),Spring
2015,2015-04,2015-04-04,56,50.0,44,93,56,19,38,21,4.0,Rain,New York City (USA),Spring
2015,2015-04,2015-04-05,65,52.0,38,65,44,23,32,13,4.0,,New York City (USA),Spring
2015,2015-04,2015-04-06,60,50.0,39,85,63,41,26,10,4.0,,New York City (USA),Spring
2015,2015-04,2015-04-07,57,51.0,44,86,75,64,21,8,8.0,Rain,New York City (USA),Spring
2015,2015-04,2015-04-08,49,43.0,36,85,57,29,24,15,8.0,Rain,New York City (USA),Spring
2015,2015-04,2015-04-09,44,41.0,38,85,78,70,20,12,8.0,Rain,New York City (USA),Spring
2015,2015-04,2015-04-10,58,49.0,40,92,85,77,22,8,8.0,Fog-Rain,New York City (USA),Spring
2015,2015-04,2015-04-11,61,53.0,45,67,47,27,26,17,3.0,,New York City (USA),Spring
2015,2015-04,2015-04-12,61,52.0,43,83,53,23,18,9,1.0,,New York City (USA),Spring
2015,2015-04,2015-04-13,62,53.0,43,83,65,47,29,14,5.0,,New York City (USA),Spring
