vid,ts,lat,lon,speed
X0997116,2020-01-28 13:33:48,13.7224,100.7317,45
X0997116,2020-01-28 13:33:48,13.7224,100.7317,45
X0997116,2020-01-28 13:34:56,13.722532999999999,100.7395,32
X0997116,2020-01-28 13:36:47,13.72265,100.74615,0
X0997116,2020-01-28 13:39:45,13.72165,100.757417,50
X0997116,2020-01-28 13:40:51,13.72175,100.76548299999999,59
X0997116,2020-01-28 13:43:48,13.721917000000001,100.78138299999999,19
X0997116,2020-01-28 13:45:57,13.722017000000001,100.786817,26
X0997116,2020-01-28 13:47:49,13.719817,100.796467,0
X0997116,2020-01-28 13:52:05,13.717917000000002,100.800067,0
X0997116,2020-01-28 13:54:25,13.7179,100.800067,0
X0997116,2020-01-28 13:54:25,13.7179,100.800067,0
X0997116,2020-01-28 13:54:25,13.7179,100.800067,0
X0997116,2020-01-28 13:56:27,13.717982999999998,100.800067,0
X0997116,2020-01-28 13:58:38,13.718,100.800083,0
X0997116,2020-01-28 14:00:37,13.718,100.800067,0
X0997116,2020-01-28 14:00:37,13.718,100.800067,0
X0997116,2020-01-28 14:00:37,13.718,100.800067,0
X0997116,2020-01-28 14:02:53,13.718017000000001,100.800067,0
X0997116,2020-01-28 14:09:46,13.718032999999998,100.79996700000001,0
X0997116,2020-01-28 14:11:15,13.718032999999998,100.79996700000001,0
X0997116,2020-01-28 14:11:50,13.718032999999998,100.79995,0
X0997116,2020-01-28 14:13:47,13.71805,100.79995,0
X0997116,2020-01-28 14:13:47,13.71805,100.79995,0
X0997116,2020-01-28 14:15:54,13.71805,100.799933,0
X0997116,2020-01-28 14:17:51,13.718067000000001,100.799933,0
X0997116,2020-01-28 14:20:46,13.717032999999999,100.79991700000001,7
X0997116,2020-01-28 14:29:24,13.7167,100.799467,0
X0997116,2020-01-28 14:31:31,13.7159,100.7996,0
X0997116,2020-01-28 14:36:26,13.717067000000002,100.80001700000001,0
X0997116,2020-01-28 14:36:26,13.717067000000002,100.80001700000001,0
X0997116,2020-01-28 14:37:45,13.717067000000002,100.80001700000001,0
X0997116,2020-01-28 14:38:21,13.717067000000002,100.80001700000001,0
